id,product_name,persona_key,output_json,parse_error
동원맛참 매콤참기름 135g|363,동원맛참 매콤참기름 135g,363,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 135g|362,동원맛참 매콤참기름 135g,362,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|2,동원맛참 매콤참기름 90g,2,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|1,동원맛참 매콤참기름 90g,1,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|5,동원맛참 매콤참기름 90g,5,"{""product_name"": ""동원맛참 매콤참기름 90g"", ""persona_key"": 5, ""purchase_behavior_prediction"": {""purchase_probability_pct"": 75, ""reason"": ""페르소나는 '실속형 미식가'로, 편리함과 맛을 중시하며 새로운 제품을 시도하는 데 적극적입니다. 'HMR 선호도'가 높아 간편한 조리 방식의 제품에 매력을 느낍니다. 동원맛참 매콤참기름은 간편함과 고단백, 매콤한 맛을 제공하여 이 소비자의 요구에 부합합니다. 가격 또한 2,000원으로 경쟁 제품보다 저렴하여 가성비를 중시하는 페르소나에게 긍정적인 요소로 작용합니다. 시장에서의 경쟁 가격이 2,126원에서 2,644원 사이인 점도 이 제품의 가격이 매력적으로 느껴지게 합니다. 따라서 이 소비자는 이 제품을 구매할 가능성이 높습니다."", ""monthly_purchase_frequency"": 2}}",
동원맛참 매콤참기름 90g|3,동원맛참 매콤참기름 90g,3,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|4,동원맛참 매콤참기름 90g,4,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|6,동원맛참 매콤참기름 90g,6,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|7,동원맛참 매콤참기름 90g,7,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|9,동원맛참 매콤참기름 90g,9,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|8,동원맛참 매콤참기름 90g,8,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|11,동원맛참 매콤참기름 90g,11,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|10,동원맛참 매콤참기름 90g,10,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|13,동원맛참 매콤참기름 90g,13,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|12,동원맛참 매콤참기름 90g,12,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|14,동원맛참 매콤참기름 90g,14,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|15,동원맛참 매콤참기름 90g,15,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|16,동원맛참 매콤참기름 90g,16,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|17,동원맛참 매콤참기름 90g,17,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|18,동원맛참 매콤참기름 90g,18,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|19,동원맛참 매콤참기름 90g,19,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|20,동원맛참 매콤참기름 90g,20,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|21,동원맛참 매콤참기름 90g,21,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|22,동원맛참 매콤참기름 90g,22,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|26,동원맛참 매콤참기름 90g,26,"{""product_name"": ""동원맛참 매콤참기름 90g"", ""persona_key"": 26, ""purchase_behavior_prediction"": {""purchase_probability_pct"": 75, ""reason"": ""이 페르소나는 HMR(가정간편식) 선호도가 높고, 간편함과 고단백의 제품 특징이 매력적입니다. 특히, 1인 가구로서 간편한 식사를 선호하며, 매콤한 맛과 가성비가 뛰어난 제품에 긍정적인 반응을 보일 것입니다. 또한, 시장 경쟁 환경에서 동원 F&B의 가격이 경쟁사보다 저렴한 편이기 때문에 가격 민감도가 낮은 이 소비자에게 매력적으로 다가올 것입니다. 광고와 프로모션이 예정되어 있어 브랜드 충성도가 높은 이 소비자에게 추가적인 구매 유인이 될 것입니다."", ""monthly_purchase_frequency"": 2}}",
동원맛참 매콤참기름 90g|23,동원맛참 매콤참기름 90g,23,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|25,동원맛참 매콤참기름 90g,25,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|24,동원맛참 매콤참기름 90g,24,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|27,동원맛참 매콤참기름 90g,27,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|28,동원맛참 매콤참기름 90g,28,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|29,동원맛참 매콤참기름 90g,29,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|30,동원맛참 매콤참기름 90g,30,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|32,동원맛참 매콤참기름 90g,32,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|31,동원맛참 매콤참기름 90g,31,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|33,동원맛참 매콤참기름 90g,33,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|35,동원맛참 매콤참기름 90g,35,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|34,동원맛참 매콤참기름 90g,34,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|36,동원맛참 매콤참기름 90g,36,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|37,동원맛참 매콤참기름 90g,37,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|38,동원맛참 매콤참기름 90g,38,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|39,동원맛참 매콤참기름 90g,39,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|42,동원맛참 매콤참기름 90g,42,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|40,동원맛참 매콤참기름 90g,40,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|41,동원맛참 매콤참기름 90g,41,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|43,동원맛참 매콤참기름 90g,43,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|44,동원맛참 매콤참기름 90g,44,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|45,동원맛참 매콤참기름 90g,45,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|47,동원맛참 매콤참기름 90g,47,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|48,동원맛참 매콤참기름 90g,48,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|46,동원맛참 매콤참기름 90g,46,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|51,동원맛참 매콤참기름 90g,51,"{""product_name"": ""동원맛참 매콤참기름 90g"", ""persona_key"": 51, ""purchase_behavior_prediction"": {""purchase_probability_pct"": 85, ""reason"": ""이 페르소나는 건강을 최우선으로 고려하는 소비자로, HMR(가정간편식) 선호도가 매우 높습니다. 제품의 특징인 '간편함'과 '고단백'은 바쁜 주부인 그녀에게 매력적이며, '매콤한맛' 또한 가족의 입맛을 고려할 때 긍정적인 요소입니다. 가격이 2,000원으로 가성비가 뛰어나며, 경쟁 제품의 가격대(2,126원 ~ 2,644원)보다 저렴하여 가격에 대한 민감도가 낮은 그녀에게는 더욱 매력적으로 다가올 것입니다. 따라서, 이 제품은 그녀의 건강과 편리성을 모두 충족시키며, 구매 확률이 높다고 판단됩니다."", ""monthly_purchase_frequency"": 2}}",
동원맛참 매콤참기름 90g|49,동원맛참 매콤참기름 90g,49,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|50,동원맛참 매콤참기름 90g,50,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|54,동원맛참 매콤참기름 90g,54,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|52,동원맛참 매콤참기름 90g,52,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|53,동원맛참 매콤참기름 90g,53,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|55,동원맛참 매콤참기름 90g,55,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|56,동원맛참 매콤참기름 90g,56,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|57,동원맛참 매콤참기름 90g,57,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|58,동원맛참 매콤참기름 90g,58,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|59,동원맛참 매콤참기름 90g,59,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|60,동원맛참 매콤참기름 90g,60,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|61,동원맛참 매콤참기름 90g,61,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|62,동원맛참 매콤참기름 90g,62,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|63,동원맛참 매콤참기름 90g,63,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|66,동원맛참 매콤참기름 90g,66,"{""product_name"": ""동원맛참 매콤참기름 90g"", ""persona_key"": 66, ""purchase_behavior_prediction"": {""purchase_probability_pct"": 75, ""reason"": ""이 페르소나는 '실속형 미식가'로, 편리함과 새로운 맛을 중시하는 소비자입니다. HMR 선호도가 높아 간편한 조리 방식의 제품에 긍정적인 반응을 보일 것입니다. 동원맛참 매콤참기름은 간편함과 고단백, 매콤한 맛을 제공하며, 가격도 2,000원으로 경쟁 제품보다 저렴한 편입니다. 시장 경쟁 환경에서 100g당 가격이 2,126원에서 2,644원인 점을 고려할 때, 가성비가 뛰어난 이 제품은 가격에 민감하지 않은 이 소비자에게 매력적입니다. 따라서, 이 소비자는 제품의 효율성과 맛을 동시에 추구하며, 구매 확률이 높을 것으로 예상됩니다."", ""monthly_purchase_frequency"": 2}}",
동원맛참 매콤참기름 90g|70,동원맛참 매콤참기름 90g,70,"{""product_name"": ""동원맛참 매콤참기름 90g"", ""persona_key"": 70, ""purchase_behavior_prediction"": {""purchase_probability_pct"": 85, ""reason"": ""이 소비자는 건강을 최우선으로 고려하는 '건강 추구형 소비자'로, HMR(가정간편식)에 대한 높은 선호도를 가지고 있습니다. 제품의 특징인 '간편함'과 '고단백'은 그녀의 요리 편리성 및 건강 지향성과 잘 맞아떨어지며, 매콤한 맛은 다양한 요리에 활용 가능성을 높입니다. 가격이 2,000원으로 경쟁 제품의 가격대(2,126원 ~ 2,644원)보다 저렴하여 가성비 또한 뛰어납니다. 이러한 요소들은 그녀의 구매 결정을 긍정적으로 이끌 것입니다."", ""monthly_purchase_frequency"": 2}}",
동원맛참 매콤참기름 90g|65,동원맛참 매콤참기름 90g,65,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|64,동원맛참 매콤참기름 90g,64,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|67,동원맛참 매콤참기름 90g,67,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|68,동원맛참 매콤참기름 90g,68,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|69,동원맛참 매콤참기름 90g,69,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|73,동원맛참 매콤참기름 90g,73,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|71,동원맛참 매콤참기름 90g,71,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|72,동원맛참 매콤참기름 90g,72,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|74,동원맛참 매콤참기름 90g,74,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|75,동원맛참 매콤참기름 90g,75,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|76,동원맛참 매콤참기름 90g,76,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|78,동원맛참 매콤참기름 90g,78,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|80,동원맛참 매콤참기름 90g,80,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|82,동원맛참 매콤참기름 90g,82,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|77,동원맛참 매콤참기름 90g,77,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|81,동원맛참 매콤참기름 90g,81,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|79,동원맛참 매콤참기름 90g,79,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|83,동원맛참 매콤참기름 90g,83,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|84,동원맛참 매콤참기름 90g,84,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|88,동원맛참 매콤참기름 90g,88,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|85,동원맛참 매콤참기름 90g,85,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|86,동원맛참 매콤참기름 90g,86,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|87,동원맛참 매콤참기름 90g,87,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|90,동원맛참 매콤참기름 90g,90,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|89,동원맛참 매콤참기름 90g,89,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|91,동원맛참 매콤참기름 90g,91,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|92,동원맛참 매콤참기름 90g,92,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|94,동원맛참 매콤참기름 90g,94,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|97,동원맛참 매콤참기름 90g,97,"{""product_name"": ""동원맛참 매콤참기름 90g"", ""persona_key"": 97, ""purchase_behavior_prediction"": {""purchase_probability_pct"": 85, ""reason"": ""이 페르소나는 '실속형 미식가'로, 편리함과 맛을 중시하며 새로운 제품을 시도하는 데 적극적입니다. 'HMR 선호도'가 높아 간편한 조리 방법과 고단백의 매콤한 맛이 매력적으로 다가올 것입니다. 제품의 가격이 2,000원으로 경쟁 제품의 가격 범위(2,126원 ~ 2,644원)보다 저렴하여 가성비가 뛰어난 점도 긍정적입니다. 또한, 1인 가구를 타겟으로 하여 2세대 가족의 소비 패턴과 잘 맞아떨어집니다. 따라서, 이 소비자는 제품을 구매할 가능성이 높습니다."", ""monthly_purchase_frequency"": 3}}",
동원맛참 매콤참기름 90g|95,동원맛참 매콤참기름 90g,95,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|93,동원맛참 매콤참기름 90g,93,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|96,동원맛참 매콤참기름 90g,96,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|98,동원맛참 매콤참기름 90g,98,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|99,동원맛참 매콤참기름 90g,99,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|100,동원맛참 매콤참기름 90g,100,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|101,동원맛참 매콤참기름 90g,101,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|102,동원맛참 매콤참기름 90g,102,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|103,동원맛참 매콤참기름 90g,103,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|108,동원맛참 매콤참기름 90g,108,"{""product_name"": ""동원맛참 매콤참기름 90g"", ""persona_key"": 108, ""purchase_behavior_prediction"": {""purchase_probability_pct"": 75, ""reason"": ""이 소비자는 건강을 최우선으로 고려하는 프리미엄 소비자 그룹에 속하며, HMR(가정간편식) 선호도가 높습니다. 제품의 간편함과 고단백 특성은 바쁜 일상 속에서 건강한 식사를 추구하는 이 소비자에게 매력적입니다. 또한, 가격이 2,000원으로 경쟁 제품보다 저렴하여 가성비가 뛰어난 점도 긍정적입니다. 시장 경쟁 환경에서 경쟁 제품의 가격대가 2,126원에서 2,644원 사이인 점을 고려할 때, 이 제품은 가격적으로도 유리합니다. 따라서 이 소비자는 제품의 건강과 편리성을 고려하여 구매할 가능성이 높습니다."", ""monthly_purchase_frequency"": 2}}",
동원맛참 매콤참기름 90g|104,동원맛참 매콤참기름 90g,104,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|109,동원맛참 매콤참기름 90g,109,"{""product_name"": ""동원맛참 매콤참기름 90g"", ""persona_key"": 109, ""purchase_behavior_prediction"": {""purchase_probability_pct"": 85, ""reason"": ""이 소비자는 건강을 최우선으로 고려하는 '건강 추구형 소비자'로, HMR(가정간편식)에 대한 선호도가 매우 높습니다. 제품의 특징인 '간편함'과 '고단백'은 이 소비자의 요구에 부합하며, 매콤한 맛 또한 다양한 요리에 활용할 수 있어 매력적입니다. 가격이 2,000원으로 경쟁 제품의 가격대(2,126원 ~ 2,644원)보다 저렴하여 가성비가 뛰어나고, 이는 가격 민감도가 낮은 이 소비자에게 긍정적인 요소로 작용합니다. 또한, 광고와 프로모션이 예정되어 있어 소비자의 관심을 끌 가능성이 높습니다."", ""monthly_purchase_frequency"": 3}}",
동원맛참 매콤참기름 90g|106,동원맛참 매콤참기름 90g,106,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|105,동원맛참 매콤참기름 90g,105,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|107,동원맛참 매콤참기름 90g,107,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|113,동원맛참 매콤참기름 90g,113,"{""product_name"": ""동원맛참 매콤참기름 90g"", ""persona_key"": 113, ""purchase_behavior_prediction"": {""purchase_probability_pct"": 85, ""reason"": ""이 페르소나는 건강을 최우선으로 고려하는 소비자로, HMR(가정간편식)에 대한 높은 선호도를 가지고 있습니다. 제품의 '고단백'과 '간편함'은 이 소비자의 요구에 부합하며, 매콤한 맛은 40대 주부가 선호할 수 있는 요소입니다. 가격이 2,000원으로 경쟁 제품의 가격대(2,126원 ~ 2,644원)보다 저렴하여 가성비가 뛰어난 점도 긍정적입니다. 따라서 이 소비자는 제품의 건강성과 편리함, 가격적 장점을 고려하여 구매할 가능성이 높습니다."", ""monthly_purchase_frequency"": 3}}",
동원맛참 매콤참기름 90g|110,동원맛참 매콤참기름 90g,110,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|111,동원맛참 매콤참기름 90g,111,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|112,동원맛참 매콤참기름 90g,112,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|114,동원맛참 매콤참기름 90g,114,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|115,동원맛참 매콤참기름 90g,115,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|118,동원맛참 매콤참기름 90g,118,"{""product_name"": ""동원맛참 매콤참기름 90g"", ""persona_key"": 118, ""purchase_behavior_prediction"": {""purchase_probability_pct"": 85, ""reason"": ""이 페르소나는 HMR(가정간편식) 선호도가 매우 높고(0.882), 간편함과 고단백을 중시하는 경향이 있습니다. 제품의 특징인 '간편함'과 '매콤한 맛'은 바쁜 일상 속에서 빠르게 요리를 하고자 하는 소비자의 니즈를 충족시킵니다. 또한, 가격이 2,000원으로 경쟁 제품(2,126원 ~ 2,644원)보다 저렴하여 가성비를 중시하는 소비자에게 매력적입니다. 이 소비자는 트렌드 주도형으로 새로운 제품을 경험하고 공유하는 것을 선호하므로, 연예인 광고와 같은 마케팅 전략이 긍정적인 영향을 미칠 것입니다."", ""monthly_purchase_frequency"": 3}}",
동원맛참 매콤참기름 90g|116,동원맛참 매콤참기름 90g,116,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|119,동원맛참 매콤참기름 90g,119,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|117,동원맛참 매콤참기름 90g,117,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|120,동원맛참 매콤참기름 90g,120,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|122,동원맛참 매콤참기름 90g,122,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|123,동원맛참 매콤참기름 90g,123,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|121,동원맛참 매콤참기름 90g,121,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|124,동원맛참 매콤참기름 90g,124,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|125,동원맛참 매콤참기름 90g,125,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|129,동원맛참 매콤참기름 90g,129,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|126,동원맛참 매콤참기름 90g,126,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|127,동원맛참 매콤참기름 90g,127,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|128,동원맛참 매콤참기름 90g,128,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|130,동원맛참 매콤참기름 90g,130,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|131,동원맛참 매콤참기름 90g,131,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|132,동원맛참 매콤참기름 90g,132,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|134,동원맛참 매콤참기름 90g,134,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|133,동원맛참 매콤참기름 90g,133,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|135,동원맛참 매콤참기름 90g,135,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|136,동원맛참 매콤참기름 90g,136,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|137,동원맛참 매콤참기름 90g,137,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|138,동원맛참 매콤참기름 90g,138,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|140,동원맛참 매콤참기름 90g,140,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|139,동원맛참 매콤참기름 90g,139,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|142,동원맛참 매콤참기름 90g,142,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|141,동원맛참 매콤참기름 90g,141,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|143,동원맛참 매콤참기름 90g,143,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|144,동원맛참 매콤참기름 90g,144,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|146,동원맛참 매콤참기름 90g,146,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|145,동원맛참 매콤참기름 90g,145,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|148,동원맛참 매콤참기름 90g,148,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|147,동원맛참 매콤참기름 90g,147,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|149,동원맛참 매콤참기름 90g,149,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|153,동원맛참 매콤참기름 90g,153,"{""product_name"": ""동원맛참 매콤참기름 90g"", ""persona_key"": 153, ""purchase_behavior_prediction"": {""purchase_probability_pct"": 75, ""reason"": ""이 페르소나는 '실속형 미식가'로, 편리함과 맛을 동시에 중시하는 소비자입니다. HMR 선호도가 높아 간편한 조리 방법과 고단백의 매콤한 맛이 매력적으로 다가올 것입니다. 제품의 가격이 2,000원으로 경쟁 제품의 가격대(2,126원 ~ 2,644원)보다 저렴하여 가성비를 중시하는 이 소비자에게 긍정적인 요소로 작용할 것입니다. 또한, 1인 가구를 타겟으로 한 제품 특성이 이 소비자의 라이프스타일과 잘 맞아떨어집니다. 따라서, 이 소비자는 제품을 구매할 가능성이 높습니다."", ""monthly_purchase_frequency"": 2}}",
동원맛참 매콤참기름 90g|150,동원맛참 매콤참기름 90g,150,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|152,동원맛참 매콤참기름 90g,152,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|151,동원맛참 매콤참기름 90g,151,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|154,동원맛참 매콤참기름 90g,154,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|155,동원맛참 매콤참기름 90g,155,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|157,동원맛참 매콤참기름 90g,157,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|160,동원맛참 매콤참기름 90g,160,"{""product_name"": ""동원맛참 매콤참기름 90g"", ""persona_key"": 160, ""purchase_behavior_prediction"": {""purchase_probability_pct"": 85, ""reason"": ""이 소비자는 건강 지향성이 매우 높고, 건강과 편리성을 모두 고려하는 제품에 기꺼이 지갑을 엽니다. 동원맛참 매콤참기름은 고단백, 간편함, 매콤한 맛 등의 특징을 가지고 있어 이 소비자의 요구를 충족시킵니다. 또한, 가격이 2,000원으로 경쟁 제품보다 저렴하여 가격 민감도가 낮은 이 소비자에게 긍정적인 요소로 작용합니다. 시장 경쟁 환경에서 동원맛참의 가격이 경쟁 제품보다 낮아 가성비가 뛰어난 점도 구매를 유도할 것입니다."", ""monthly_purchase_frequency"": 2}}",
동원맛참 매콤참기름 90g|156,동원맛참 매콤참기름 90g,156,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|158,동원맛참 매콤참기름 90g,158,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|163,동원맛참 매콤참기름 90g,163,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|159,동원맛참 매콤참기름 90g,159,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|161,동원맛참 매콤참기름 90g,161,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|162,동원맛참 매콤참기름 90g,162,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|164,동원맛참 매콤참기름 90g,164,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|165,동원맛참 매콤참기름 90g,165,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|166,동원맛참 매콤참기름 90g,166,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|167,동원맛참 매콤참기름 90g,167,,Expecting value: line 2 column 512 (char 512)
동원맛참 매콤참기름 90g|169,동원맛참 매콤참기름 90g,169,,Expecting value: line 2 column 512 (char 512)
