id,SQ3,HQ2,SQ4,SQ5,SQ8,DQ1,DQ3,DQ3_1,DQ4,'brand_loyalty','cooking_convenience','health_orientation','hmr_preference','premium_orientation','price_sensitivity','variety_seeking',cluster_kmeans,cluster_gmm,cluster_hc,cluster_dbscan
3O157003,여자,50대,주부,고졸(대학 재학 포함),강원도,2세대가족,기혼,맞벌이 하지 않음,600-700만원 미만,0.0772784544309113,0.1209433778384173,0.1354462812818082,0.1450655624568668,0.0896779409783048,0.1271219135802469,0.2105824336931894,2,2,0,0
4N182030,여자,60대 이상,주부,고졸(대학 재학 포함),충청남도,2세대가족,기혼,맞벌이 하지 않음,700-800만원 미만,0.0545989080218395,0.2081668453367118,0.0933628163279632,0.13567977915804,0.0404258186228271,0.2372685185185185,0.1785952285752365,0,0,1,0
1H001439,여자,40대,서비스 종사자,고졸(대학 재학 포함),경기도,2세대가족,기혼,맞벌이 함,"1,000만원 이상",0.0566988660226795,0.1149010817659097,0.140956793373346,0.1250517598343685,0.1030858374882091,0.0996334876543209,0.1066240170598427,2,2,0,0
4N182042,여자,60대 이상,주부,고졸(대학 재학 포함),충청남도,1세대가족,기혼,맞벌이 하지 않음,500-600만원 미만,0.0556488870222595,0.1494006432121626,0.0911866905338528,0.1301587301587301,0.0441315186632529,0.2054398148148148,0.2602958816473411,0,0,1,0
1H001454,여자,50대,서비스 종사자,고졸(대학 재학 포함),경기도,2세대가족,기혼,맞벌이 함,"1,000만원 이상",0.0566988660226795,0.1187993372965598,0.139061458004282,0.1278122843340234,0.1047702465974936,0.0996334876543209,0.1146208183393309,2,2,0,0
4O157084,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),강원도,2세대가족,기혼,맞벌이 함,700-800만원 미만,0.0734985300293994,0.1345872721956924,0.160682320732863,0.1423050379572118,0.1122490230427166,0.1242283950617284,0.1745968279354924,2,2,0,0
4A021001,여자,40대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,1세대가족,기혼,맞벌이 함,600-700만원 미만,0.1511969760604788,0.204755871747393,0.0632129444385946,0.1395445134575569,0.0603018461123837,0.175636574074074,0.2172464347594295,0,0,1,0
4O157042,여자,60대 이상,서비스 종사자,고졸(대학 재학 포함),강원도,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.0839983200335993,0.1287398888997173,0.1227756133515847,0.136783988957902,0.1077348066298342,0.1842206790123456,0.1843262694922031,2,2,0,0
4A021002,여자,50대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),서울특별시,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.0892482150356992,0.2050482409121918,0.0598785581411673,0.136783988957902,0.0372591294973723,0.1845100308641975,0.2105824336931894,0,0,1,0
1O001046,여자,50대,전문가 및 관련 종사자,대학원 졸업 이상,강원도,1세대가족,기혼,맞벌이 함,"1,000만원 이상",0.0734985300293994,0.1326381444303674,0.1498016917623109,0.1395445134575569,0.1127206575933162,0.1404320987654321,0.1683326669332267,2,2,0,0
4E095015,여자,50대,서비스 종사자,고졸(대학 재학 포함),대전광역시,2세대가족,기혼,맞벌이 함,400-500만원 미만,0.1671566568668626,0.1845823993762791,0.0790074058474606,0.1423050379572118,0.0969545883304136,0.1806520061728395,0.2332400373184059,1,1,1,0
4E095018,여자,60대 이상,전문가 및 관련 종사자,대학교 졸업(전문대졸/대학원생 포함),대전광역시,1세대가족,기혼,맞벌이 함,400-500만원 미만,0.1138177236455271,0.1920865412727804,0.0852549928047453,0.1423050379572118,0.0668373534564075,0.1692708333333333,0.2212448353991736,0,0,1,0
1E000227,여자,60대 이상,주부,대학교 졸업(전문대졸/대학원생 포함),대전광역시,2세대가족,기혼,맞벌이 하지 않음,700-800만원 미만,0.1570768584628307,0.1462820387876425,0.1204239935418202,0.134023464458247,0.1073979248079773,0.1324266975308642,0.2185792349726776,2,0,0,0
4E095024,여자,60대 이상,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),대전광역시,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.1467870642587148,0.1865315271416041,0.0863781545049313,0.1423050379572118,0.0787629699501415,0.1655092592592592,0.2585632413701186,1,1,1,0
1E000256,여자,40대,주부,대학교 졸업(전문대졸/대학원생 포함),대전광역시,2세대가족,기혼,맞벌이 하지 않음,400-500만원 미만,0.1556068878622427,0.14608712601111,0.118212768944579,0.144375431331953,0.1377172887750977,0.1558641975308642,0.2119152339064374,2,1,0,0
4N182048,남자,30대,군인,대학교 졸업(전문대졸/대학원생 포함),충청남도,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.0503989920201596,0.2269759282720982,0.0393106595065108,0.1416149068322981,0.0134752728742757,0.1970486111111111,0.1825936292149806,0,0,1,0
1E000265,여자,60대 이상,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),대전광역시,1세대가족,기혼,맞벌이 함,600-700만원 미만,0.1839563208735825,0.1155832764837735,0.1162823347723842,0.1250517598343685,0.1463414634146341,0.121045524691358,0.2159136345461815,2,1,0,0
1E000364,여자,50대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),대전광역시,2세대가족,기혼,맞벌이 함,700-800만원 미만,0.2393952120957581,0.1716206997368677,0.0923449510371696,0.1450655624568668,0.148632259803261,0.1858603395061728,0.1999200319872051,1,1,2,0
4G102004,여자,60대 이상,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),울산광역시,1세대가족,기혼,맞벌이 함,400-500만원 미만,0.1402771944561108,0.1677224442062177,0.0862026604892773,0.1616287094547964,0.0766743026546287,0.1138117283950617,0.257630281220845,1,1,1,0
1E000368,여자,30대,전문가 및 관련 종사자,대학교 졸업(전문대졸/대학원생 포함),대전광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,300-400만원 미만,0.2078958420831583,0.1950102329207679,0.0825172861605419,0.1450655624568668,0.0900148228001617,0.1402391975308642,0.1976542716246835,1,1,2,0
4G102008,여자,50대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),울산광역시,1세대가족,기혼,맞벌이 함,600-700만원 미만,0.1686266274674506,0.1755189552675178,0.0876768102207714,0.1478260869565217,0.0857701118447648,0.1152584876543209,0.2199120351859256,1,1,1,0
3F081028,남자,60대 이상,사무 종사자,고졸(대학 재학 포함),광주광역시,2세대가족,기혼,맞벌이 함,700-800만원 미만,0.1980260394792104,0.1384855277263424,0.0552104173247692,0.1229813664596273,0.1086780757310335,0.1291473765432098,0.1999200319872051,1,0,1,0
4G102012,여자,60대 이상,서비스 종사자,고졸(대학 재학 포함),울산광역시,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.1742965140697186,0.1560276776142676,0.0882383910708645,0.1450655624568668,0.0889368009702196,0.1205632716049382,0.2602958816473411,1,1,1,0
1D000337,여자,50대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.1860562788744225,0.1150959945424422,0.1207749815731283,0.1395445134575569,0.1749090419080986,0.1017554012345679,0.1239504198320671,2,2,0,0
1L000621,남자,50대,장치·기계 조작 및 조립 종사자,고졸(대학 재학 포함),전라남도,2세대가족,미혼(사별/이혼 포함),맞벌이 하지 않음,300-400만원 미만,0.1742965140697186,0.1092486112464672,0.06258116598224,0.1285024154589372,0.1003907829133539,0.1264467592592592,0.2039184326269492,1,0,2,0
1N000003,여자,50대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),충청남도,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.1700965980680386,0.0880031186044245,0.0874311185988557,0.1108350586611456,0.1410187306292952,0.0925925925925926,0.158603225376516,2,0,1,0
1N000005,여자,50대,판매 종사자,고졸(대학 재학 포함),충청남도,1세대가족,기혼,맞벌이 함,400-500만원 미만,0.0713985720285594,0.1097358931877984,0.052051525042996,0.1080745341614906,0.0545748551408166,0.0868055555555555,0.2629614820738372,0,0,1,0
3G103048,여자,40대,주부,대학교 졸업(전문대졸/대학원생 포함),울산광역시,2세대가족,기혼,맞벌이 하지 않음,600-700만원 미만,0.253044939101218,0.1628496247929051,0.06689831876733,0.1423050379572118,0.1363697614876701,0.115065586419753,0.2532320405171265,1,1,2,0
1L000639,여자,60대 이상,서비스 종사자,고졸(대학 재학 포함),전라남도,1세대가족,기혼,맞벌이 함,300-400만원 미만,0.1791264174716505,0.1355618360783549,0.0560878874030395,0.1285024154589372,0.0891389300633337,0.1070601851851851,0.2145808343329335,1,1,2,0
1H002391,여자,50대,서비스 종사자,고졸(대학 재학 포함),경기도,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.1858462830743385,0.14920573043563,0.0853953880172686,0.1505866114561766,0.1304406414229888,0.1449652777777778,0.2612288417966147,1,1,2,0
4G102020,여자,50대,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),울산광역시,1세대가족,기혼,맞벌이 함,600-700만원 미만,0.1879462410751785,0.1579768053795926,0.0844477203327366,0.1478260869565217,0.0832098099986524,0.1157407407407407,0.2505664400906304,1,1,1,0
1H002405,여자,50대,판매 종사자,고졸(대학 재학 포함),경기도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.1887862242755145,0.1982262937335542,0.0867993401425011,0.1561076604554865,0.1344158469209001,0.1584683641975308,0.2159136345461815,1,1,1,0
1N000013,여자,60대 이상,주부,고졸(대학 재학 포함),충청남도,1세대가족,기혼,맞벌이 하지 않음,500-600만원 미만,0.0615287694246115,0.039274924471299,0.0733564985433996,0.0234644582470669,0.0817275299824821,0.0761959876543209,0.1319472211115553,3,3,3,1
4D054024,여자,40대,주부,대학교 졸업(전문대졸/대학원생 포함),대구광역시,2세대가족,기혼,맞벌이 하지 않음,400-500만원 미만,0.1709365812683746,0.1199688139557548,0.1008388613948264,0.1312629399585921,0.1239725104433364,0.1907793209876543,0.1879248300679728,2,2,0,0
1H002411,여자,40대,서비스 종사자,고졸(대학 재학 포함),경기도,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.1816463670726585,0.1533963551310788,0.0931171247060475,0.1450655624568668,0.1462067106858914,0.1488233024691358,0.2536318805811009,1,1,2,0
4D054027,여자,40대,주부,대학교 졸업(전문대졸/대학원생 포함),대구광역시,2세대가족,기혼,맞벌이 하지 않음,500-600만원 미만,0.1688366232675346,0.1407270246564662,0.0923098522340388,0.1423050379572118,0.1280150923056192,0.1462191358024691,0.158603225376516,2,1,0,0
3H143002,여자,60대 이상,서비스 종사자,고졸(대학 재학 포함),경기도,1세대가족,기혼,맞벌이 함,400-500만원 미만,0.2133557328853423,0.1465744079524413,0.0899582324242743,0.1505866114561766,0.1351569869289853,0.1618441358024691,0.2558976409436225,1,1,2,0
1H000587,여자,30대,주부,대학교 졸업(전문대졸/대학원생 포함),경기도,2세대가족,기혼,맞벌이 하지 않음,200-300만원 미만,0.1276774464510709,0.1214306597797485,0.1062089782738408,0.1333333333333333,0.1406818488074383,0.1703317901234567,0.1052912168465947,2,2,0,0
4G102024,여자,50대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),울산광역시,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.1686266274674506,0.1487184484942988,0.0925204450528237,0.144375431331953,0.0947311683061581,0.1089891975308642,0.2492336398773824,1,1,1,0
4H143024,여자,30대,주부,대학교 졸업(전문대졸/대학원생 포함),경기도,2세대가족,기혼,맞벌이 하지 않음,400-500만원 미만,0.2127257454850903,0.1699639411363415,0.0963813133972131,0.1505866114561766,0.1278803395768764,0.1596257716049382,0.2545648407303745,1,1,2,0
4G102028,여자,60대 이상,서비스 종사자,고졸(대학 재학 포함),울산광역시,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.1784964300713985,0.1579768053795926,0.0869046365518935,0.1450655624568668,0.0832098099986524,0.1070601851851851,0.2492336398773824,1,1,1,0
1N000027,남자,60대 이상,기능원 및 관련 기능 종사자,고졸(대학 재학 포함),충청남도,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.0671986560268794,0.0838124939089757,0.0838861394826436,0.0993788819875776,0.0770111844764856,0.0964506172839506,0.1252832200453152,2,0,1,0
4H143048,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),경기도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.1934061318773624,0.1706461358542052,0.089817837211751,0.1478260869565217,0.1181781431073979,0.1628086419753086,0.2545648407303745,1,1,2,0
1D000292,남자,40대,기능원 및 관련 기능 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.1558168836623267,0.1014521001851671,0.0562633814186936,0.1174603174603174,0.0803126263306832,0.1051311728395061,0.2736238837798214,0,1,2,0
1N000001,여자,50대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),충청남도,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.0986980260394792,0.092875938017737,0.0751114386999403,0.1053140096618357,0.1120468939496024,0.0983796296296296,0.15593762495002,2,0,1,0
4D054030,여자,40대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),대구광역시,2세대가족,기혼,맞벌이 함,800-900만원 미만,0.2076858462830743,0.1258161972517298,0.0858165736548383,0.1423050379572118,0.1319902978035305,0.1824845679012345,0.1759296281487405,1,2,0,0
1D000287,여자,60대 이상,서비스 종사자,고졸(대학 재학 포함),대구광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.1463670726585468,0.1550531137316051,0.0450317644168333,0.1312629399585921,0.0469613259668508,0.109278549382716,0.2869518859123017,0,1,2,0
1N000057,여자,60대 이상,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),충청남도,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.0713985720285594,0.088977682487087,0.0927661366747394,0.0997929606625258,0.1012666756501819,0.085841049382716,0.1923230707716913,2,0,1,0
4D054033,여자,60대 이상,주부,고졸(대학 재학 포함),대구광역시,1세대가족,기혼,맞벌이 하지 않음,200-300만원 미만,0.1024779504409911,0.1092486112464672,0.1075076339896809,0.1285024154589372,0.1117100121277455,0.15625,0.1426096228175396,2,2,0,0
1N000063,여자,60대 이상,기능원 및 관련 기능 종사자,고졸(대학 재학 포함),충청남도,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.0671986560268794,0.0967741935483871,0.0741637710154083,0.1080745341614906,0.1003907829133539,0.083912037037037,0.1696654671464747,0,0,1,0
1N000074,여자,50대,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),충청남도,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.1616967660646787,0.0925835688529383,0.076866378856481,0.1076604554865424,0.1172348740061986,0.0694444444444444,0.1492736238837798,2,0,1,0
1Q000192,여자,60대 이상,주부,고졸(대학 재학 포함),세종특별자치시,1세대가족,기혼,맞벌이 하지 않음,300-400만원 미만,0.2095758084838303,0.2076795633953805,0.0673195044048998,0.1312629399585921,0.0780218299420563,0.1902006172839506,0.2185792349726776,1,0,2,0
1H001703,여자,60대 이상,주부,중졸 이하,경기도,1세대가족,기혼,맞벌이 하지 않음,400-500만원 미만,0.0808483830323393,0.1029139460091609,0.1444315748832964,0.1163561076604554,0.1121816466783452,0.1099537037037037,0.1039584166333466,2,2,0,0
3D053040,여자,60대 이상,주부,중졸 이하,대구광역시,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.2120957580848383,0.1024266640678296,0.1070864483521112,0.1285024154589372,0.1542918744104568,0.1335841049382716,0.1003598560575769,2,2,0,0
1H001717,여자,40대,서비스 종사자,고졸(대학 재학 포함),경기도,2세대가족,기혼,맞벌이 함,800-900만원 미만,0.0608987820243595,0.1126595848357859,0.1540837457442701,0.1360938578329882,0.1299016305080177,0.0996334876543209,0.117286418765827,2,2,0,0
4E089007,여자,60대 이상,주부,고졸(대학 재학 포함),대전광역시,2세대가족,기혼,맞벌이 하지 않음,500-600만원 미만,0.120747585048299,0.1238670694864048,0.0870801305675476,0.136783988957902,0.1049723756906077,0.1358989197530864,0.2772224443555911,1,1,1,0
4E089014,여자,50대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),대전광역시,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.0999580008399832,0.1609004970275801,0.07423396862167,0.1395445134575569,0.0617841261285541,0.1141010802469135,0.3012128481940557,0,1,2,0
4E089028,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),대전광역시,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.1320873582528349,0.1219179417210798,0.0958548313502509,0.1395445134575569,0.1115078830346314,0.1333912037037037,0.2452352392376383,1,1,1,0
4I218014,남자,50대,서비스 종사자,고졸(대학 재학 포함),경상북도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,300-400만원 미만,0.0608987820243595,0.1501802943182925,0.0813590256572251,0.1395445134575569,0.0657593316264654,0.1784336419753086,0.2199120351859256,0,0,1,0
4E089042,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),대전광역시,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.114657706845863,0.1794172107981678,0.0779544417535362,0.136783988957902,0.0605713515698692,0.1295331790123457,0.2598960415833666,0,1,1,0
4I250005,여자,20대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),경상북도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.0772784544309113,0.1043757918331546,0.0698466182303183,0.1285024154589372,0.0456811750437946,0.1519097222222222,0.1599360255897641,0,2,1,0
4I218018,여자,50대,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),경상북도,2세대가족,기혼,맞벌이 함,300-400만원 미만,0.0787484250314993,0.1797095799629666,0.0767259836439577,0.1312629399585921,0.0433230022907963,0.1257716049382716,0.2625616420098627,0,1,1,0
4E089056,여자,60대 이상,서비스 종사자,고졸(대학 재학 포함),대전광역시,2세대가족,기혼,맞벌이 함,400-500만원 미만,0.1402771944561108,0.1360491180196862,0.0743392650310624,0.1278122843340234,0.0749898935453442,0.0983796296296296,0.2878848460615754,0,1,2,0
4E095036,여자,50대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),대전광역시,1세대가족,기혼,맞벌이 함,400-500만원 미만,0.1056278874422511,0.1823409024461553,0.0760591063844722,0.1312629399585921,0.0615146206710685,0.148341049382716,0.235905637744902,0,0,1,0
4E095033,남자,60대 이상,무직,대학교 졸업(전문대졸/대학원생 포함),대전광역시,1세대가족,기혼,맞벌이 하지 않음,200-300만원 미만,0.1377572448551028,0.1725952636195302,0.0719876452212979,0.136783988957902,0.0934510173831019,0.1673418209876543,0.2225776356124217,0,0,1,0
4I250008,여자,20대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),경상북도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,300-400만원 미만,0.121377572448551,0.1297144527823799,0.0772173668877891,0.1395445134575569,0.0766743026546287,0.1456404320987654,0.1346128215380514,0,0,1,0
1N000093,여자,20대,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),충청남도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.1847963040739185,0.0941428710651983,0.0995402056789863,0.1167701863354037,0.1423662579167228,0.0790895061728395,0.0892976142876182,2,2,1,0
1H001742,여자,40대,서비스 종사자,고졸(대학 재학 포함),경기도,2세대가족,기혼,맞벌이 함,"1,000만원 이상",0.0703485930281394,0.116557840366436,0.1416587694359622,0.1360938578329882,0.1148767012532003,0.0996334876543209,0.1266160202585632,2,2,0,0
1H001743,여자,60대 이상,서비스 종사자,고졸(대학 재학 포함),경기도,2세대가족,기혼,맞벌이 함,800-900만원 미만,0.0713985720285594,0.1087613293051359,0.1429223263486715,0.1305728088336784,0.1177738849211696,0.0974151234567901,0.1243502598960415,2,2,0,0
4I250014,여자,20대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),경상북도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,400-500만원 미만,0.1358672826543469,0.1102231751291297,0.0797795795163385,0.1423050379572118,0.1022099447513812,0.1220100308641975,0.1412768226042916,2,2,0,0
3B044042,여자,50대,서비스 종사자,고졸(대학 재학 포함),부산광역시,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.0976480470390592,0.1550531137316051,0.1102804394370152,0.136783988957902,0.0962134483223285,0.1141010802469135,0.1919232307077169,2,0,0,0
4I250023,남자,30대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),경상북도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.121167576648467,0.1121723028944547,0.0926608402653469,0.1395445134575569,0.0766069262902573,0.1572145061728395,0.078635212581634,2,2,0,0
3A017002,여자,60대 이상,주부,고졸(대학 재학 포함),서울특별시,1세대가족,기혼,맞벌이 하지 않음,300-400만원 미만,0.0650986980260394,0.0972614754897183,0.1125969604436488,0.1170462387853692,0.1361002560301846,0.1213348765432098,0.1332800213248034,2,2,0,0
4I250017,여자,60대 이상,주부,중졸 이하,경상북도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,100만원 미만,0.0583788324233515,0.0302114803625377,0.0825874837668035,0.0262249827467218,0.0517450478372187,0.1128472222222222,0.0932960149273623,3,3,3,1
1H001744,여자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),경기도,1세대가족,기혼,맞벌이 함,700-800만원 미만,0.0741285174296514,0.1297144527823799,0.1475553683619388,0.1450655624568668,0.1191214122085972,0.1036844135802469,0.117286418765827,2,2,0,0
1L000618,남자,60대 이상,농림어업 숙련 종사자,고졸(대학 재학 포함),전라남도,1세대가족,기혼,맞벌이 함,300-400만원 미만,0.0949181016379672,0.1469642335055063,0.046786704573374,0.1198067632850241,0.0472982077887077,0.1430362654320987,0.2239104358256697,0,0,1,0
4I250026,여자,20대,기능원 및 관련 기능 종사자,대학교 졸업(전문대졸/대학원생 포함),경상북도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.1348173036539269,0.1803917746808303,0.0414165876943596,0.1395445134575569,0.0580784260881282,0.1517168209876543,0.1772624283619885,0,0,1,0
4J228005,여자,50대,판매 종사자,고졸(대학 재학 포함),경상남도,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.1304073918521629,0.1306890166650424,0.0972587834754835,0.134023464458247,0.120334186767282,0.1032021604938271,0.2079168332666933,2,1,1,0
1N000099,여자,50대,서비스 종사자,고졸(대학 재학 포함),충청남도,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.1658966820663586,0.0990156904785108,0.1067003615176722,0.1167701863354037,0.1078021829942056,0.081983024691358,0.0959616153538584,2,2,1,0
1N000101,여자,50대,농림어업 숙련 종사자,고졸(대학 재학 포함),충청남도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.0524989500209995,0.0799142383783257,0.0856410796391843,0.0966183574879227,0.1003907829133539,0.0771604938271605,0.1346128215380514,2,0,1,0
1N000103,남자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),충청남도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.1616967660646787,0.0799142383783257,0.0635288336667719,0.0966183574879227,0.1154157121681714,0.0752314814814814,0.2092496334799413,1,0,2,0
4J228010,여자,30대,사무 종사자,고졸(대학 재학 포함),경상남도,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.120117597648047,0.1572946106617289,0.0470323961952897,0.1450655624568668,0.0654898261689799,0.0983796296296296,0.2616286818605891,0,1,2,0
1H001748,여자,40대,서비스 종사자,고졸(대학 재학 포함),경기도,2세대가족,기혼,맞벌이 함,"1,000만원 이상",0.0713985720285594,0.1246467205925348,0.1454845389772208,0.1360938578329882,0.1138660557876296,0.1152584876543209,0.1266160202585632,2,2,0,0
1N000114,남자,30대,사무 종사자,대학교 졸업(전문대졸/대학원생 포함),충청남도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.0524989500209995,0.0818633661436507,0.0752167351093327,0.1021394064872325,0.1044333647756367,0.0771604938271605,0.15593762495002,2,0,1,0
3N174006,여자,40대,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),충청남도,1세대가족,기혼,맞벌이 함,500-600만원 미만,0.1847963040739185,0.0701685995517006,0.0659857498859289,0.0910973084886128,0.1181107667430265,0.0713734567901234,0.1799280287884846,1,0,2,0
4J228015,여자,60대 이상,서비스 종사자,고졸(대학 재학 포함),경상남도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.1304073918521629,0.1131468667771172,0.0774981573128356,0.136783988957902,0.105376633876836,0.0868055555555555,0.2105824336931894,0,0,2,0
3N174008,남자,60대 이상,농림어업 숙련 종사자,고졸(대학 재학 포함),충청남도,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.1413271734565308,0.092875938017737,0.086448352111193,0.1108350586611456,0.1437137852041503,0.0848765432098765,0.119952019192323,2,2,1,0
3G107056,남자,60대 이상,취업 준비 중,고졸(대학 재학 포함),울산광역시,1세대가족,기혼,맞벌이 하지 않음,200-300만원 미만,0.1005879882402352,0.1175324042490985,0.0749008458811554,0.1278122843340234,0.0880609082333917,0.0906635802469135,0.2145808343329335,0,0,1,0
3B044048,여자,60대 이상,판매 종사자,고졸(대학 재학 포함),부산광역시,3세대가족,기혼,맞벌이 함,600-700만원 미만,0.1354472910541789,0.1745443913848552,0.1089817837211751,0.1395445134575569,0.0933162646543592,0.1160300925925926,0.2039184326269492,2,1,0,0
4B044020,남자,60대 이상,무직,고졸(대학 재학 포함),부산광역시,1세대가족,기혼,맞벌이 하지 않음,300-400만원 미만,0.123057538849223,0.1462820387876425,0.1150538766628058,0.136783988957902,0.0957418137717288,0.1186342592592592,0.1999200319872051,2,0,0,0
3B044054,여자,50대,서비스 종사자,고졸(대학 재학 포함),부산광역시,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.1581268374632507,0.1462820387876425,0.1056473974237478,0.1395445134575569,0.1213448322328527,0.1138117283950617,0.2239104358256697,1,1,0,0
4I250034,남자,60대 이상,판매 종사자,대학교 졸업(전문대졸/대학원생 포함),경상북도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,200-300만원 미만,0.1041579168416631,0.1719130689016665,0.0617738935102313,0.1312629399585921,0.0570004042581862,0.1509452160493827,0.1292816206850593,0,0,1,0
3J236005,여자,50대,서비스 종사자,고졸(대학 재학 포함),경상남도,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.0587988240235195,0.1570022414969301,0.1102453406338844,0.136783988957902,0.0629969006872389,0.1198881172839506,0.2212448353991736,0,0,1,0
3J236015,여자,60대 이상,기능원 및 관련 기능 종사자,고졸(대학 재학 포함),경상남도,1세대가족,기혼,맞벌이 함,400-500만원 미만,0.0852582948341033,0.1550531137316051,0.1028394931732828,0.136783988957902,0.0896779409783048,0.1198881172839506,0.2119152339064374,2,1,0,0
4I250037,여자,50대,기능원 및 관련 기능 종사자,고졸(대학 재학 포함),경상북도,1인 가구,미혼(사별/이혼 포함),맞벌이 하지 않음,100-200만원 미만,0.0989080218395632,0.0985284085371796,0.0838861394826436,0.1285024154589372,0.060706104298612,0.1169945987654321,0.0746368119418899,2,2,0,0
4G102032,여자,40대,서비스 종사자,대학교 졸업(전문대졸/대학원생 포함),울산광역시,2세대가족,기혼,맞벌이 함,600-700만원 미만,0.1742965140697186,0.1462820387876425,0.0953283493032887,0.1505866114561766,0.087589273682792,0.1194058641975308,0.2656270825003332,1,1,1,0
3J236020,여자,50대,서비스 종사자,고졸(대학 재학 포함),경상남도,2세대가족,기혼,맞벌이 함,500-600만원 미만,0.0999580008399832,0.1570022414969301,0.1053666069987013,0.1423050379572118,0.0828729281767955,0.1186342592592592,0.2039184326269492,2,0,0,0
