상품명,3차 카테고리,식품유형,용도,가격,평점,리뷰 수,중량 수치,묶음수량,총중량,10g당 가격,상품ID,상품URL,basename,카테고리,세부형태,주재료/맛,조리유형,섭취용도,포장방식,고객평가,is_mixed_bundle,has_gift,is_valid_for_conjoint
동원 참치액 진 240gx3병,동원참치액,소스,조미료,11940,0.0,0,240,3,720,165.83,3697910,https://www.dongwonmall.com/product/detail.do?productId=003697910,동원 참치액 진 3병,참치/통조림,플레이크형,확인필요,,반찬,병,,False,False,True
동원 자연산골뱅이탕(얼큰한국물) 300g x 2캔,골뱅이/수산통조림,통조림,안주/반찬,9600,0.0,0,300,2,600,160.0,3600772,https://www.dongwonmall.com/product/detail.do?productId=003600772,동원 자연산골뱅이탕,즉석국/탕,국/탕,"해물, 골뱅이",전자레인지,식사대용,캔,,False,False,True
[4%적립금] 동원 양반 참치죽 420g x 20개입 x 3박스,죽/스프,즉석조리식품,간편식사,130000,0.0,0,420,60,25200,51.59,3686505,https://www.dongwonmall.com/product/detail.do?productId=003686505,동원 양반 참치죽 박스,죽류,레토르트죽,확인필요,전자레인지,식사대용,파우치,,False,False,True
[4%적립금] 동원 양반 참치죽 287g x 24개입 x 3박스,죽/스프,즉석조리식품,간편식사,102300,0.0,0,287,72,20664,49.51,3686358,https://www.dongwonmall.com/product/detail.do?productId=003686358,동원 양반 참치죽 박스,죽류,레토르트죽,확인필요,전자레인지,식사대용,파우치,,False,False,True
[4%적립금] 동원 양반 백합죽 420g x 20개입 x 3박스,죽/스프,즉석조리식품,간편식사,123800,0.0,0,420,60,25200,49.13,3686511,https://www.dongwonmall.com/product/detail.do?productId=003686511,동원 양반 백합죽 박스,죽류,레토르트죽,확인필요,전자레인지,식사대용,파우치,,False,False,True
동원 리챔 프로틴 200g x 6캔,햄/닭가슴살,가공육,반찬/주재료,17400,0.0,0,200,6,1200,145.0,3577857,https://www.dongwonmall.com/product/detail.do?productId=003577857,동원 리챔 프로틴,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,False,False,True
동원 리챔 프로틴 200g x 9캔,햄/닭가슴살,가공육,반찬/주재료,25600,0.0,0,200,9,1800,142.22,3577858,https://www.dongwonmall.com/product/detail.do?productId=003577858,동원 리챔 프로틴,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,False,False,True
[4%적립금] 동원 양반 수라 한우 사골곰탕 460g x 20개입 x 5박스,국/탕/찌개,즉석조리식품,간편식사,129000,0.0,0,460,100,46000,28.04,3687003,https://www.dongwonmall.com/product/detail.do?productId=003687003,동원 양반 수라 한우 사골곰탕 박스,즉석국/탕,국/탕,한우사골,전자레인지,식사대용,파우치,,False,False,True
동원 리챔 순살꼬꼬 200g x 8개 / 닭가슴살햄,햄/닭가슴살,가공육,반찬/주재료,22400,0.0,0,200,8,1600,140.0,3688545,https://www.dongwonmall.com/product/detail.do?productId=003688545,동원 리챔 순살꼬꼬 닭가슴살햄,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,False,False,True
동원 참치다시 2kg,분말/액상조미료,조미료,조미료,26980,0.0,0,2000,1,2000,134.9,3747423,https://www.dongwonmall.com/product/detail.do?productId=003747423,동원 참치다시,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
[2%적립금] 동원 고추참치(덕용) 1880g,참치/연어통조림,통조림,반찬/주재료,24000,0.0,0,1880,1,1880,127.66,3758623,https://www.dongwonmall.com/product/detail.do?productId=003758623,동원 고추참치,참치/통조림,플레이크형,스파이시(고추소스),즉석,반찬,캔,,False,False,True
양반 1등비법 듬뿍 밤단팥죽 285g,죽/스프,즉석조리식품,간편식사,3500,0.0,0,285,1,285,122.81,3733032,https://www.dongwonmall.com/product/detail.do?productId=003733032,양반 1등비법 듬뿍 밤단팥죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,False,False,True
동원 참치액 진 500gx3개,고춧가루/액젓,양념,조미료,17940,0.0,0,500,3,1500,119.6,3672096,https://www.dongwonmall.com/product/detail.do?productId=003672096,동원 참치액 진,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원 참치액 진 500gx3개,동원참치액,소스,조미료,17940,0.0,0,500,3,1500,119.6,3672096,https://www.dongwonmall.com/product/detail.do?productId=003672096,동원 참치액 진,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
비비드키친 저칼로리 데리야끼소스 285g x 4개,기타양념,양념,조미료,13600,0.0,0,285,4,1140,119.3,3731347,https://www.dongwonmall.com/product/detail.do?productId=003731347,비비드키친 저칼로리 데리야끼소스,소스/조미료,,확인필요,,,,,False,False,True
동원 양반 캔갓김치 160g x 20캔,반찬/기타통조림,반찬,반찬,36600,0.0,0,160,20,3200,114.38,3565774,https://www.dongwonmall.com/product/detail.do?productId=003565774,동원 양반 캔갓김치,,,확인필요,,,캔,,False,False,True
동원 참치액 진 900gx3개,고춧가루/액젓,양념,조미료,29940,0.0,0,900,3,2700,110.89,3672114,https://www.dongwonmall.com/product/detail.do?productId=003672114,동원 참치액 진,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원 참치액 진 900gx3개,동원참치액,소스,조미료,29940,0.0,0,900,3,2700,110.89,3672114,https://www.dongwonmall.com/product/detail.do?productId=003672114,동원 참치액 진,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
[4%적립금] 동원 양반 진국 사골곰탕 500g x 20개입 x 5박스,국/탕/찌개,즉석조리식품,간편식사,109000,0.0,0,500,100,50000,21.8,3687006,https://www.dongwonmall.com/product/detail.do?productId=003687006,동원 양반 진국 사골곰탕 박스,즉석국/탕,국/탕,한우사골,전자레인지,식사대용,파우치,,False,False,True
동원 양반 캔갓김치 160g x 48캔,반찬/기타통조림,반찬,반찬,83000,0.0,0,160,48,7680,108.07,3679980,https://www.dongwonmall.com/product/detail.do?productId=003679980,동원 양반 캔갓김치,,,확인필요,,,캔,,False,False,True
동원 참치액 순 900gx3개,동원참치액,소스,조미료,27000,0.0,0,900,3,2700,100.0,3672156,https://www.dongwonmall.com/product/detail.do?productId=003672156,동원 참치액 순,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원 참치액 순 900gx3개,분말/액상조미료,조미료,조미료,27000,0.0,0,900,3,2700,100.0,3672156,https://www.dongwonmall.com/product/detail.do?productId=003672156,동원 참치액 순,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
[4%적립금] 동원 양반 캔볶음김치 160g x 96캔,반찬/기타통조림,반찬,반찬,153000,0.0,0,160,96,15360,99.61,3693671,https://www.dongwonmall.com/product/detail.do?productId=003693671,동원 양반 캔볶음김치,,,확인필요,,,캔,,False,False,True
[4% 적립금] 동원 참치다시 300gx30개 ( 1박스),분말/액상조미료,조미료,조미료,89000,0.0,0,300,30,9000,98.89,3760025,https://www.dongwonmall.com/product/detail.do?productId=003760025,동원 참치다시,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원 쯔유 2kg,간장/고추장/된장/쌈장,장류,조미료,18900,0.0,0,2000,1,2000,94.5,3823699,https://www.dongwonmall.com/product/detail.do?productId=003823699,동원 쯔유,,,확인필요,,,,,False,False,True
[2%적립금] 동원 살코기 참치 라이트스탠다드 3kg,참치/연어통조림,통조림,반찬/주재료,28000,0.0,0,3000,1,3000,93.33,3760020,https://www.dongwonmall.com/product/detail.do?productId=003760020,동원 살코기 참치 라이트스탠다드,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원 하루미 닭볶음탕양념 500g,기타양념,양념,조미료,4480,0.0,0,500,1,500,89.6,3766709,https://www.dongwonmall.com/product/detail.do?productId=003766709,동원 하루미 닭볶음탕양념,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,False,False,True
동원 미니파인코코 227g,과일/옥수수/팥,통조림,간식/요리재료,2000,0.0,0,227,1,227,88.11,3619057,https://www.dongwonmall.com/product/detail.do?productId=003619057,동원 미니파인코코,,,확인필요,,,캔,,False,False,True
[4% 적립금] 동원 양반 떡볶이떡 320g x 12개(1박스) / 실온,떡볶이/떡류,떡류,간식,33000,0.0,0,320,12,3840,85.94,3720745,https://www.dongwonmall.com/product/detail.do?productId=003720745,동원 양반 떡볶이떡 실온,,,확인필요,,,,,False,False,True
동원 쯔유 2kgx3개,간장/고추장/된장/쌈장,장류,조미료,49900,0.0,0,2000,3,6000,83.17,3823701,https://www.dongwonmall.com/product/detail.do?productId=003823701,동원 쯔유,,,확인필요,,,,,False,False,True
동원 참치액 진 2kgx3개,동원참치액,소스,조미료,49900,0.0,0,2000,3,6000,83.17,3823710,https://www.dongwonmall.com/product/detail.do?productId=003823710,동원 참치액 진,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원 하루미 돼지갈비양념 500g,고기/찌개양념,양념,조미료,3980,0.0,0,500,1,500,79.6,3751050,https://www.dongwonmall.com/product/detail.do?productId=003751050,동원 하루미 돼지갈비양념,소스/조미료,,확인필요,,,,,False,False,True
동원 양반 떡국떡 700gx5개 / 실온,떡볶이/떡류,떡류,간식,27400,0.0,0,700,5,3500,78.29,3745485,https://www.dongwonmall.com/product/detail.do?productId=003745485,동원 양반 떡국떡 실온,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,False,False,True
[4% 적립금] 동원 참치다시 1kgx10개(1박스),분말/액상조미료,조미료,조미료,66000,0.0,0,1000,10,10000,66.0,3760024,https://www.dongwonmall.com/product/detail.do?productId=003760024,동원 참치다시,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
[4%적립금] 동원 참치다시 2kg x 5개 ( 1박스 ),분말/액상조미료,조미료,조미료,65000,0.0,0,2000,5,10000,65.0,3760023,https://www.dongwonmall.com/product/detail.do?productId=003760023,동원 참치다시,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
[2% 적립금] 동원 쯔유 500gx16개 (1box),간장/고추장/된장/쌈장,장류,조미료,48000,0.0,0,500,16,8000,60.0,3823697,https://www.dongwonmall.com/product/detail.do?productId=003823697,동원 쯔유,,,확인필요,,,,,False,False,True
[4% 적립금] 동원 하루미 소불고기양념 500g15개 (1박스),고기/찌개양념,양념,조미료,45000,0.0,0,500,15,7500,60.0,3760027,https://www.dongwonmall.com/product/detail.do?productId=003760027,동원 하루미 소불고기양념,소스/조미료,,확인필요,,,,,False,False,True
[4% 적립금]동원 하루미 소갈비양념 500gx15개 (1박스),고기/찌개양념,양념,조미료,45000,0.0,0,500,15,7500,60.0,3760026,https://www.dongwonmall.com/product/detail.do?productId=003760026,동원 하루미 소갈비양념,소스/조미료,,확인필요,,,,,False,False,True
[4% 적립금] 동원 하루미 돼지갈비양념 500gx15개 (1박스),고기/찌개양념,양념,조미료,45000,0.0,0,500,15,7500,60.0,3760028,https://www.dongwonmall.com/product/detail.do?productId=003760028,동원 하루미 돼지갈비양념,소스/조미료,,확인필요,,,,,False,False,True
[2% 적립금] 동원 쯔유 2kgx6개 ( 1box),간장/고추장/된장/쌈장,장류,조미료,69900,0.0,0,2000,6,12000,58.25,3823703,https://www.dongwonmall.com/product/detail.do?productId=003823703,동원 쯔유,,,확인필요,,,,,False,False,True
동원 Dole 후르츠칵테일 432g x 12캔(1/2박스),과일/옥수수/팥,통조림,간식/요리재료,30000,4.8,21,432,12,5184,57.87,3605740,https://www.dongwonmall.com/product/detail.do?productId=003605740,동원 Dole 후르츠칵테일,,,확인필요,,,캔,,False,False,True
동원 저스트 노슈가 스위트콘 340g x 6캔,과일/옥수수/팥,통조림,간식/요리재료,10200,4.8,21,340,6,2040,50.0,3691052,https://www.dongwonmall.com/product/detail.do?productId=003691052,동원 저스트 노슈가 스위트콘,,,확인필요,,,캔,,False,False,True
동원참치 마일드참치 200g,참치/연어통조림,통조림,반찬/주재료,3200,4.9,20,200,1,200,160.0,322725,https://www.dongwonmall.com/product/detail.do?productId=000322725,동원참치 마일드참치,참치/통조림,플레이크형,마일드,즉석,반찬,캔,,False,False,True
동원 새콤달콤 도톰쫄깃 삼각유부초밥 340g(4인용) x 2개,아이반찬,반찬,반찬,8900,4.9,19,340,2,680,130.88,1480033,https://www.dongwonmall.com/product/detail.do?productId=001480033,동원 새콤달콤 도톰쫄깃 삼각유부초밥,,,확인필요,,,,,False,False,True
동원 번데기 130g,골뱅이/수산통조림,통조림,안주/반찬,1480,4.9,19,130,1,130,113.85,3702220,https://www.dongwonmall.com/product/detail.do?productId=003702220,동원 번데기,,,확인필요,,,캔,,False,False,True
동원 Dole 파인애플 432g x 3캔,과일/옥수수/팥,통조림,간식/요리재료,8100,4.7,19,432,3,1296,62.5,3618597,https://www.dongwonmall.com/product/detail.do?productId=003618597,동원 Dole 파인애플,,,확인필요,,,캔,,False,False,True
"[체험팩] 동원참치 가미참치 90g 3종(불/짜장/카레) 각 3개, 총 9개",참치/연어통조림,통조림,반찬/주재료,15600,5.0,18,90,3,270,577.78,3691495,https://www.dongwonmall.com/product/detail.do?productId=003691495,"동원참치 가미참치 3종 각 , 총",참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원참치 불참치 90g,참치/연어통조림,통조림,반찬/주재료,2380,4.9,18,90,1,90,264.44,3688323,https://www.dongwonmall.com/product/detail.do?productId=003688323,동원참치 불참치,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원참치 야채참치 90gx10캔,참치/연어통조림,통조림,반찬/주재료,20000,5.0,18,90,10,900,222.22,3729418,https://www.dongwonmall.com/product/detail.do?productId=003729418,동원참치 야채참치,참치/통조림,플레이크형,야채,즉석,반찬,캔,,False,False,True
동원참치 고추참치 250g,참치/연어통조림,통조림,반찬/주재료,3700,4.8,18,250,1,250,148.0,24360,https://www.dongwonmall.com/product/detail.do?productId=000024360,동원참치 고추참치,참치/통조림,플레이크형,스파이시(고추소스),즉석,반찬,캔,,False,False,True
양반 나주식 곰탕 460g (1~2인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,6450,4.9,18,460,3,1380,46.74,1571294,https://www.dongwonmall.com/product/detail.do?productId=001571294,양반 나주식 곰탕,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,False,False,True
동원 양반 영양닭죽 285g,죽/스프,즉석조리식품,간편식사,2200,4.9,18,285,1,285,77.19,1478725,https://www.dongwonmall.com/product/detail.do?productId=001478725,동원 양반 영양닭죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,False,False,True
동원 한입 골뱅이 400g x 5캔,골뱅이/수산통조림,통조림,안주/반찬,47900,4.9,17,400,5,2000,239.5,90486,https://www.dongwonmall.com/product/detail.do?productId=000090486,동원 한입 골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,False,False,True
동원 자연산꽁치 300g x 3캔,고등어/꽁치통조림,통조림,반찬,11300,4.9,17,300,3,900,125.56,3646939,https://www.dongwonmall.com/product/detail.do?productId=003646939,동원 자연산꽁치,수산가공/통조림,,"해물, 꽁치",즉석,식재료,캔,,False,False,True
동원 양반 캔김치 160g x 20캔,반찬/기타통조림,반찬,반찬,36600,5.0,17,160,20,3200,114.38,3565782,https://www.dongwonmall.com/product/detail.do?productId=003565782,동원 양반 캔김치,,,확인필요,,,캔,,False,False,True
동원 떡볶이의신 우리쌀 국물떡볶이 422g(2인) x 2개,떡볶이/떡류,떡류,간식,8900,4.8,17,422,2,844,105.45,3607094,https://www.dongwonmall.com/product/detail.do?productId=003607094,동원 떡볶이의신 우리쌀 국물떡볶이,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,False,False,True
동원 양반 백합죽 420g,죽/스프,즉석조리식품,간편식사,3300,4.8,17,420,1,420,78.57,1212831,https://www.dongwonmall.com/product/detail.do?productId=001212831,동원 양반 백합죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,파우치,,False,False,True
동원 초밥의달인 롤유부초밥(새콤한맛) 254g x 2개,아이반찬,반찬,반찬,9900,4.9,16,254,2,508,194.88,1432392,https://www.dongwonmall.com/product/detail.do?productId=001432392,동원 초밥의달인 롤유부초밥,,,확인필요,,,,,False,False,True
동원 초밥의달인 큰사각유부초밥 189g,아이반찬,반찬,반찬,3300,5.0,16,189,1,189,174.6,1414911,https://www.dongwonmall.com/product/detail.do?productId=001414911,동원 초밥의달인 큰사각유부초밥,,,확인필요,,,,,False,False,True
동원참치 DHA 150g x 20캔,참치/연어통조림,통조림,반찬/주재료,50000,4.9,16,150,20,3000,166.67,3676394,https://www.dongwonmall.com/product/detail.do?productId=003676394,동원참치 DHA,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원 양반 캔김치 160g x 5캔,반찬/기타통조림,반찬,반찬,9500,5.0,16,160,5,800,118.75,3565779,https://www.dongwonmall.com/product/detail.do?productId=003565779,동원 양반 캔김치,,,확인필요,,,캔,,False,False,True
동원 자연산꽁치 300g x 12캔,고등어/꽁치통조림,통조림,반찬,42000,5.0,16,300,12,3600,116.67,3646943,https://www.dongwonmall.com/product/detail.do?productId=003646943,동원 자연산꽁치,수산가공/통조림,,"해물, 꽁치",즉석,식재료,캔,,False,False,True
동원 런천미트 200g x 10캔,햄/닭가슴살,가공육,반찬/주재료,20900,5.0,16,200,10,2000,104.5,1479441,https://www.dongwonmall.com/product/detail.do?productId=001479441,동원 런천미트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,False,False,True
동원 양반 수라 돼지고기 김치찌개 460g (1~2인분) x 3개,국/탕/찌개,즉석조리식품,간편식사,15000,4.8,16,460,3,1380,108.7,3566286,https://www.dongwonmall.com/product/detail.do?productId=003566286,동원 양반 수라 돼지고기 김치찌개,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,False,False,True
동원 양반 수라 돼지고기 김치찌개 460g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,24000,4.9,16,460,5,2300,104.35,3594150,https://www.dongwonmall.com/product/detail.do?productId=003594150,동원 양반 수라 돼지고기 김치찌개,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,False,False,True
동원 저스트 노슈가 후르츠칵테일 425g,과일/옥수수/팥,통조림,간식/요리재료,2980,4.9,16,425,1,425,70.12,3730316,https://www.dongwonmall.com/product/detail.do?productId=003730316,동원 저스트 노슈가 후르츠칵테일,,,확인필요,,,캔,,False,False,True
동원 양반 참치죽 420g x 10개,죽/스프,즉석조리식품,간편식사,24900,4.9,16,420,10,4200,59.29,3565825,https://www.dongwonmall.com/product/detail.do?productId=003565825,동원 양반 참치죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,False,False,True
동원 자연산왕골뱅이 400g x 2캔,골뱅이/수산통조림,통조림,안주/반찬,18200,4.5,15,400,2,800,227.5,3600752,https://www.dongwonmall.com/product/detail.do?productId=003600752,동원 자연산왕골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,False,False,True
동원 고추참치 90g x 20캔,참치/연어통조림,통조림,반찬/주재료,32000,5.0,15,90,20,1800,177.78,3743886,https://www.dongwonmall.com/product/detail.do?productId=003743886,동원 고추참치,참치/통조림,플레이크형,스파이시(고추소스),즉석,반찬,캔,,False,False,True
동원참치 스프레드 고소마요 100gx4입,참치/연어통조림,통조림,반찬/주재료,6400,4.8,15,100,4,400,160.0,1494978,https://www.dongwonmall.com/product/detail.do?productId=001494978,동원참치 스프레드 고소마요,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원 국산고구마당면 400g,파스타/생면/건면/기타 면,면류,주식,5900,4.9,15,400,1,400,147.5,666289,https://www.dongwonmall.com/product/detail.do?productId=000666289,동원 국산고구마당면,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,False,False,True
동원 리챔 더블라이트 200g x 12캔,햄/닭가슴살,가공육,반찬/주재료,32400,4.9,15,200,12,2400,135.0,3610918,https://www.dongwonmall.com/product/detail.do?productId=003610918,동원 리챔 더블라이트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,False,False,True
동원 양반 보양 삼계탕 900g (1~2인분),국/탕/찌개,즉석조리식품,간편식사,9980,4.8,15,900,1,900,110.89,1332349,https://www.dongwonmall.com/product/detail.do?productId=001332349,동원 양반 보양 삼계탕,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,False,False,True
동원 번데기 130gx6캔,골뱅이/수산통조림,통조림,안주/반찬,8300,4.9,15,130,6,780,106.41,3702278,https://www.dongwonmall.com/product/detail.do?productId=003702278,동원 번데기,,,확인필요,,,캔,,False,False,True
동원 양반 수라 한우사골설렁탕 460g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,24000,5.0,15,460,5,2300,104.35,3565898,https://www.dongwonmall.com/product/detail.do?productId=003565898,동원 양반 수라 한우사골설렁탕,즉석국/탕,국/탕,한우사골,전자레인지,식사대용,파우치,,False,False,True
동원 미니파인애플 234g x 12캔(1/2박스),과일/옥수수/팥,통조림,간식/요리재료,20000,5.0,15,234,12,2808,71.23,3619067,https://www.dongwonmall.com/product/detail.do?productId=003619067,동원 미니파인애플,,,확인필요,,,캔,,False,False,True
동원 고등어 300g x 9캔,고등어/꽁치통조림,통조림,반찬,18900,5.0,15,300,9,2700,70.0,3605736,https://www.dongwonmall.com/product/detail.do?productId=003605736,동원 고등어,수산가공/통조림,,"해물, 고등어",즉석,식재료,캔,,False,False,True
동원 양반 참치죽 420g x 4개,죽/스프,즉석조리식품,간편식사,10900,5.0,15,420,4,1680,64.88,3565778,https://www.dongwonmall.com/product/detail.do?productId=003565778,동원 양반 참치죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,False,False,True
동원 지중해 황도 복숭아 820g x 3캔,과일/옥수수/팥,통조림,간식/요리재료,10800,5.0,15,820,3,2460,43.9,3618529,https://www.dongwonmall.com/product/detail.do?productId=003618529,동원 지중해 황도 복숭아,,,확인필요,,,캔,,False,False,True
동원참치 콘참치 85g x 3캔,참치/연어통조림,통조림,반찬/주재료,5100,4.8,14,85,3,255,200.0,1478593,https://www.dongwonmall.com/product/detail.do?productId=001478593,동원참치 콘참치,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원참치 김치찌개용 250g x 15캔,참치/연어통조림,통조림,반찬/주재료,51000,5.0,14,250,15,3750,136.0,3605658,https://www.dongwonmall.com/product/detail.do?productId=003605658,동원참치 김치찌개용,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,캔,,False,False,True
동원 리챔 순살꼬꼬 200g x 12개 / 닭가슴살햄,햄/닭가슴살,가공육,반찬/주재료,32400,5.0,14,200,12,2400,135.0,3688547,https://www.dongwonmall.com/product/detail.do?productId=003688547,동원 리챔 순살꼬꼬 닭가슴살햄,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,False,False,True
동원 양반 캔갓김치 160g,반찬/기타통조림,반찬,반찬,2000,4.6,14,160,1,160,125.0,1080758,https://www.dongwonmall.com/product/detail.do?productId=001080758,동원 양반 캔갓김치,,,확인필요,,,캔,,False,False,True
동원 번데기 130gx12캔,골뱅이/수산통조림,통조림,안주/반찬,15400,4.9,14,130,12,1560,98.72,3702283,https://www.dongwonmall.com/product/detail.do?productId=003702283,동원 번데기,,,확인필요,,,캔,,False,False,True
동원 미니파인애플 234g,과일/옥수수/팥,통조림,간식/요리재료,2000,4.6,14,234,1,234,85.47,1068845,https://www.dongwonmall.com/product/detail.do?productId=001068845,동원 미니파인애플,,,확인필요,,,캔,,False,False,True
[4%적립금] 동원 런천미트 340g x 24개(1박스),햄/닭가슴살,가공육,반찬/주재료,56000,5.0,14,340,24,8160,68.63,3687773,https://www.dongwonmall.com/product/detail.do?productId=003687773,동원 런천미트,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,False,False,True
동원 저스트 노슈가 스위트콘 340g x 12캔,과일/옥수수/팥,통조림,간식/요리재료,19200,4.9,14,340,12,4080,47.06,3691053,https://www.dongwonmall.com/product/detail.do?productId=003691053,동원 저스트 노슈가 스위트콘,,,확인필요,,,캔,,False,False,True
동원 화끈한골뱅이 140g x 5캔,골뱅이/수산통조림,통조림,안주/반찬,16900,4.9,13,140,5,700,241.43,106600,https://www.dongwonmall.com/product/detail.do?productId=000106600,동원 화끈한골뱅이,수산가공/통조림,,"해물, 골뱅이",즉석,식재료,캔,,False,False,True
[4%적립금] 동원 단호박죽 285g x 24개입 x 3박스,죽/스프,즉석조리식품,간편식사,102300,5.0,13,285,72,20520,49.85,3686329,https://www.dongwonmall.com/product/detail.do?productId=003686329,동원 단호박죽 박스,죽류,레토르트죽,확인필요,전자레인지,식사대용,캔,,False,False,True
동원 떡볶이의신 우리쌀 국물떡볶이 422g(2인),떡볶이/떡류,떡류,간식,4980,4.9,13,422,1,422,118.01,3607054,https://www.dongwonmall.com/product/detail.do?productId=003607054,동원 떡볶이의신 우리쌀 국물떡볶이,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,False,False,True
[4%적립금] 동원 번데기 130gx48캔(1박스),골뱅이/수산통조림,통조림,안주/반찬,50000,4.7,13,130,48,6240,80.13,3702245,https://www.dongwonmall.com/product/detail.do?productId=003702245,동원 번데기,,,확인필요,,,캔,,False,False,True
동원 리챔 순닭가슴살 135g x 4개,햄/닭가슴살,가공육,반찬/주재료,15900,4.8,12,135,4,540,294.44,3688566,https://www.dongwonmall.com/product/detail.do?productId=003688566,동원 리챔 순닭가슴살,햄/통조림,블록형,확인필요,조리 필요,반찬,캔,,False,False,True
동원 양반 수라 통다리 닭볶음탕 490g (1~2인분) x 5개,국/탕/찌개,즉석조리식품,간편식사,25900,4.8,12,490,5,2450,105.71,3603765,https://www.dongwonmall.com/product/detail.do?productId=003603765,동원 양반 수라 통다리 닭볶음탕,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,False,False,True
동원 양반 수라 도가니설렁탕 460g (1~2인분),국/탕/찌개,즉석조리식품,간편식사,4900,4.8,12,460,1,460,106.52,3623147,https://www.dongwonmall.com/product/detail.do?productId=003623147,동원 양반 수라 도가니설렁탕,즉석국/탕,국/탕,확인필요,전자레인지,식사대용,파우치,,False,False,True
동원 저스트 노슈가 황도 2절 400g,과일/옥수수/팥,통조림,간식/요리재료,2580,4.8,12,400,1,400,64.5,3691026,https://www.dongwonmall.com/product/detail.do?productId=003691026,동원 저스트 노슈가 황도 2절,,,확인필요,,,캔,,False,False,True
동원 Dole 후르츠칵테일 432g x 3캔,과일/옥수수/팥,통조림,간식/요리재료,8100,4.7,12,432,3,1296,62.5,3618638,https://www.dongwonmall.com/product/detail.do?productId=003618638,동원 Dole 후르츠칵테일,,,확인필요,,,캔,,False,False,True
동원 양반 백합죽 420g x 20개,죽/스프,즉석조리식품,간편식사,46900,5.0,12,420,20,8400,55.83,3645678,https://www.dongwonmall.com/product/detail.do?productId=003645678,동원 양반 백합죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,파우치,,False,False,True
동원 양반 밤단팥죽 420g x 20개,죽/스프,즉석조리식품,간편식사,46900,5.0,12,420,20,8400,55.83,3645676,https://www.dongwonmall.com/product/detail.do?productId=003645676,동원 양반 밤단팥죽,죽류,레토르트죽,확인필요,전자레인지,식사대용,파우치,,False,False,True
동원참치 콘참치 85g x 5캔,참치/연어통조림,통조림,반찬/주재료,8250,4.8,11,85,5,425,194.12,1006006,https://www.dongwonmall.com/product/detail.do?productId=001006006,동원참치 콘참치,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
동원참치 DHA 150g x 3캔,참치/연어통조림,통조림,반찬/주재료,8200,5.0,11,150,3,450,182.22,1479449,https://www.dongwonmall.com/product/detail.do?productId=001479449,동원참치 DHA,참치/통조림,플레이크형,확인필요,즉석,반찬,캔,,False,False,True
